Microorganism,Species,Strain,Product group,Product,Treatment,aw,pH,T,D,z,log D,log D (model),Ref,Year,Remarks,,log D model dairy,log D model milk,log D model meat,log D model beef,log D model chicken,,F-test,logD (all),logD (10% NaCl),logD (rest)
Listeria,monocytogenes,,Meat,Sausage,fermented,,,60,9.2,,0.963787827,0.3556,ICMSF,1996,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Sausage,fermented,,,60,11,,1.041392685,0.3556,ICMSF,1996,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Sausage,fermented beaker,,,48.9,98.6,,1.993876915,1.9318,ICMSF,1996,"37 ﾂｰC, overnight",,,,1.948,,,,,1.91673249,,1.932325305
Listeria,monocytogenes,,Meat,Sausage,fermented beaker,,,48.9,106.3,,2.026533265,1.9318,ICMSF,1996,"37 ﾂｰC, overnight",,,,1.948,,,,,1.91673249,,1.932325305
Listeria,monocytogenes,,Meat,Sausage,fermented beaker,,,51.7,44.4,,1.64738297,1.5342,ICMSF,1996,"37 ﾂｰC, overnight",,,,1.5784,,,,,1.530120398,,1.53475259
Listeria,monocytogenes,,Meat,Sausage,fermented beaker,,,51.7,44.5,,1.648360011,1.5342,ICMSF,1996,"37 ﾂｰC, overnight",,,,1.5784,,,,,1.530120398,,1.53475259
Listeria,monocytogenes,,Meat,Sausage,fermented beaker,,,54.4,20.1,,1.303196057,1.1508,ICMSF,1996,"37 ﾂｰC, overnight",,,,1.222,,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Meat,Sausage,fermented beaker,,,54.4,19.7,,1.294466226,1.1508,ICMSF,1996,"37 ﾂｰC, overnight",,,,1.222,,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Meat,Sausage,fermented beaker,,,57.2,11.2,,1.049218023,0.7532,ICMSF,1996,"37 ﾂｰC, overnight",,,,0.8524,,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Sausage,fermented beaker,,,57.2,11.4,,1.056904851,0.7532,ICMSF,1996,"37 ﾂｰC, overnight",,,,0.8524,,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Sausage,fermented beaker,,,60,9.13,,0.960470778,0.3556,ICMSF,1996,"37 ﾂｰC, overnight",,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Sausage,fermented beaker,,,60,5.11,,0.7084209,0.3556,ICMSF,1996,"37 ﾂｰC, overnight",,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Sausage,liver,,7,57.2,8.91,,0.949877704,0.7532,ICMSF,1996,,,,,0.8524,,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Sausage,liver,,7,60,2.42,,0.383815366,0.3556,ICMSF,1996,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Sausage,liver,,7,62.8,1.12,,0.049218023,-0.042,ICMSF,1996,,,,,0.1132,,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,,Meat,Sausage,mix (pork+beef),,,64,3.3,,0.51851394,-0.2124,ICMSF,1996,,,,,-0.0452,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Meat,Sausage,mix (pork+beef),,,64,4.2,,0.62324929,-0.2124,ICMSF,1996,,,,,-0.0452,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Meat,Sausage,mix (pork+beef),,,64,4.7,,0.672097858,-0.2124,ICMSF,1996,,,,,-0.0452,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Meat,Sausage,mix (pork+beef),,,64,8,,0.903089987,-0.2124,ICMSF,1996,,,,,-0.0452,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,Scott A,Meat,Sausage,pork liver,,,57.2,8.91,6.2,0.949877704,0.7532,Doyle et al.,2001,,,,,0.8524,,,,,0.77070379,,0.753806185
Listeria,monocytogenes,Scott A,Meat,Sausage,pork liver,,,60,2.42,6.2,0.383815366,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Sausage,pork liver,,,62.9,1.12,6.2,0.049218023,-0.0562,Doyle et al.,2001,,,,,0.1,,,,,-0.016327968,,-0.05553827
Listeria,monocytogenes,V7,Meat,Sausage,pork liver,,,60,1,,0,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,HO-VJ-S,Meat,Sausage,pork liver,,,60,1.6,,0.204119983,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Sausage,pork only,,,60,7.3,6.8,0.86332286,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Sausage,pork only,,,62.9,3,6.8,0.477121255,-0.0562,Doyle et al.,2001,,,,,0.1,,,,,-0.016327968,,-0.05553827
Listeria,monocytogenes,,Meat,Sausage,pork only,,,66,1,6.8,0,-0.4964,Doyle et al.,2001,,,,,-0.3092,,,,,-0.444362784,,-0.495708062
Listeria,monocytogenes,,Meat,Sausage,,,,64,3.3,,0.51851394,-0.2124,Doyle et al.,2001,,,,,-0.0452,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Meat,Sausage,,,,64,4.2,,0.62324929,-0.2124,Doyle et al.,2001,"Heat shock, 30 min 48 ﾂｰC",,,,-0.0452,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Meat,Sausage,,,,64,4.7,,0.672097858,-0.2124,Doyle et al.,2001,"Heat shock, 60 min 48 ﾂｰC",,,,-0.0452,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Meat,Sausage,,,,64,8,,0.903089987,-0.2124,Doyle et al.,2001,"Heat shock, 120 min 48 ﾂｰC",,,,-0.0452,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Meat,Turkey,breast,,,55,119.05,5.29,2.0757294,1.0656,Murphy et al.,2003,,,,,1.1428,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Turkey,breast,,,57.5,40.16,5.29,1.603793704,0.7106,Murphy et al.,2003,,,,,0.8128,,,,,0.729281066,,0.711209109
Listeria,monocytogenes,,Meat,Turkey,breast,,,60,16.7,5.29,1.222716471,0.3556,Murphy et al.,2003,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Turkey,breast,,,62.5,4.54,5.29,0.657055853,0.0006,Murphy et al.,2003,,,,,0.1528,,,,,0.038902331,,0.001257832
Listeria,monocytogenes,,Meat,Turkey,breast,,,65,1.29,5.29,0.11058971,-0.3544,Murphy et al.,2003,,,,,-0.1772,,,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,,Meat,Turkey,breast,,,67.5,0.46,5.29,-0.337242168,-0.7094,Murphy et al.,2003,,,,,-0.5072,,,,,-0.651476404,,-0.708693445
Listeria,monocytogenes,,Meat,Turkey,breast,,,70,0.21,5.29,-0.677780705,-1.0644,Murphy et al.,2003,,,,,-0.8372,,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,Scott A,Media,Trypticase Soy with Yeast Extract,,,,50,49.4,6.6,1.693726949,1.7756,Doyle et al.,2001,No heat shock,,,,,,,,,1.764849168,,1.776136024
Listeria,monocytogenes,Scott A,Media,Trypticase Soy with Yeast Extract,,,,50,96.9,6.7,1.986323777,1.7756,Doyle et al.,2001,precultured 10 min 48 ﾂｰC,,,,,,,,,1.764849168,,1.776136024
Listeria,monocytogenes,Scott A,Media,TSB,,,,52,9.9,7.27,0.995635195,1.4916,Casadei et al.,1998,,,,,,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,1151,Media,TSB,,,,52,20.1,7.05,1.303196057,1.4916,Casadei et al.,1998,,,,,,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,F5069,Media,Trypticase Soy with Yeast Extract,,,,52,37.9,,1.57863921,1.4916,Doyle et al.,2001,No heat shock,,,,,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,,Media,Broth,tryptose phosphate,,7.1,52,38.8,,1.588831726,1.4916,ICMSF,1996,,,,,,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,Scott A,Media,Tryptose Phosphate Broth,,,,52,38.8,5.6,1.588831726,1.4916,Doyle et al.,2001,,,,,,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,LCDC 81-861,Media,Tryptose Phosphate Broth,,,,52,49.1,6,1.691081492,1.4916,Doyle et al.,2001,,,,,,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,F5069,Media,Trypticase Soy with Yeast Extract,,,,52,49.8,,1.697229343,1.4916,Doyle et al.,2001,precultured 30 min 48 ﾂｰC,,,,,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,DA-3,Media,Tryptose Phosphate Broth,,,,52,63.8,3.85,1.804820679,1.4916,Doyle et al.,2001,,,,,,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,,Media,Broth,tryptose phosphate,,7.1,52,64.1,,1.80685803,1.4916,ICMSF,1996,,,,,,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,Brie-1,Media,Tryptose Phosphate Broth,,,,52,64.1,6.6,1.80685803,1.4916,Doyle et al.,2001,,,,,,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,,Media,Broth,tryptose phosphate,,7.1,54,14.4,,1.158362492,1.2076,ICMSF,1996,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,LCDC 81-861,Media,Tryptose Phosphate Broth,,,,54,14.4,6,1.158362492,1.2076,Doyle et al.,2001,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,Scott A,Media,Tryptose Phosphate Broth,,,,54,16.8,5.6,1.225309282,1.2076,Doyle et al.,2001,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,DA-3,Media,Tryptose Phosphate Broth,,,,54,22.8,3.85,1.357934847,1.2076,Doyle et al.,2001,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,,Media,Broth,tryptose phosphate,,7.1,54,31.6,,1.499687083,1.2076,ICMSF,1996,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,Brie-1,Media,Tryptose Phosphate Broth,,,,54,31.6,6.6,1.499687083,1.2076,Doyle et al.,2001,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,NCTC 7973,Media,Phosphate buffer,,,,55,3.1,,0.491361694,1.0656,Doyle et al.,2001,Cells grown at 10 ﾂｰC in batch,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 7973,Media,Phosphate buffer,,,,55,3.9,,0.591064607,1.0656,Doyle et al.,2001,Cells grown at 10 ﾂｰC in chemostat,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 7973,Media,Phosphate buffer,,,,55,4.2,,0.62324929,1.0656,Doyle et al.,2001,Cells grown in batch,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 7973,Media,Phosphate buffer,,,,55,4.2,,0.62324929,1.0656,Doyle et al.,2001,Cells grown at 30 ﾂｰC in batch,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 7973,Media,Phosphate buffer,,,,55,6.3,,0.799340549,1.0656,Doyle et al.,2001,Cells grown in chemostat,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 7973,Media,Phosphate buffer,,,,55,6.3,,0.799340549,1.0656,Doyle et al.,2001,Cells grown at 30 ﾂｰC in chemostat,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Media,Broth,trypticase,,,55,6.69,,0.825426118,1.0656,ICMSF,1996,,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Media,Trypticase Soy with Yeast Extract,,,,55,8.81,6.6,0.944975908,1.0656,Doyle et al.,2001,No heat shock,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Media,Broth,trypticase,,,55,8.89,,0.948901761,1.0656,ICMSF,1996,,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Media,Trypticase Soy with Yeast Extract,,,,55,8.89,,0.948901761,1.0656,Doyle et al.,2001,No heat shock; survivors grown aerobically,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Media,Broth,trypticase,,,55,9.55,,0.980003372,1.0656,ICMSF,1996,"Heat shock, 48 ﾂｰC, 10 min",,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Media,Broth,trypticase,,,55,12,,1.079181246,1.0656,ICMSF,1996,,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Media,Trypticase Soy with Yeast Extract,,,,55,12,,1.079181246,1.0656,Doyle et al.,2001,No heat shock; survivors grown anaerobically,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Media,Broth,trypticase,,,55,18.7,,1.271841607,1.0656,ICMSF,1996,"Heat shock, 48 ﾂｰC, 10 min",,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Media,Trypticase Soy with Yeast Extract,,,,55,18.7,,1.271841607,1.0656,Doyle et al.,2001,precultured 10 min 48 ﾂｰC; survivors grown aerobically,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Media,Trypticase Soy with Yeast Extract,,,,55,20,6.7,1.301029996,1.0656,Doyle et al.,2001,precultured 10 min 48 ﾂｰC,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Media,Broth,trypticase,,,55,26.4,,1.421603927,1.0656,ICMSF,1996,"Heat shock, 48 ﾂｰC, 10 min",,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Media,Trypticase Soy with Yeast Extract,,,,55,26.4,,1.421603927,1.0656,Doyle et al.,2001,precultured 10 min 48 ﾂｰC; survivors grown aerobically,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Media,Trypticase Soy Broth with Yeast Extract,,,,56,1,,0,0.9236,Doyle et al.,2001,Log phase cells,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,Scott A,Media,TSB,,,,56,2.21,7.27,0.344392274,0.9236,Casadei et al.,1998,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,Scott A,Media,Trypticase Soy Broth with Yeast Extract,+500 ppm H2O2,,,56,2.9,,0.462397998,0.9236,Doyle et al.,2001,Log phase cells,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,,,,56,3,5.9,0.477121255,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,1151,Media,TSB,,,,56,3.8,7.05,0.579783597,0.9236,Casadei et al.,1998,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,F5059,Media,Phosphate buffer,,,,56,4.1,6.6,0.612783857,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,Scott A,Media,Trypticase Soy Broth with Yeast Extract,+4-8% ethanol,,,56,4.1,,0.612783857,0.9236,Doyle et al.,2001,Log phase cells,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,DA-3,Media,Tryptose Phosphate Broth,,,,56,5.7,3.85,0.755874856,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,Scott A,Media,Tryptose Phosphate Broth,,,,56,7.4,5.6,0.86923172,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,Scott A,Media,Trypticase Soy Broth with Yeast Extract,,,,56,8.6,,0.934498451,0.9236,Doyle et al.,2001,Stationary phase cells,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,Scott A,Media,Trypticase Soy Broth with Yeast Extract,#NAME?,,4.5,56,8.8,,0.944482672,0.9236,Doyle et al.,2001,Log phase cells,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Media,Broth,tryptose phosphate,,7.1,56,10.4,,1.017033339,0.9236,ICMSF,1996,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,LCDC 81-861,Media,Tryptose Phosphate Broth,,,,56,10.4,6,1.017033339,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,Scott A,Media,Trypticase Soy Broth with Yeast Extract,,,,56,13.6,,1.133538908,0.9236,Doyle et al.,2001,Log phase cells; starved 138-156h,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Media,Broth,tryptose phosphate,,7.1,56,16,,1.204119983,0.9236,ICMSF,1996,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,Brie-1,Media,Tryptose Phosphate Broth,,,,56,16,6.6,1.204119983,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,F5069,Media,Trypticase Soy with Yeast Extract,,,,57.8,9.4,,0.973127854,0.668,Doyle et al.,2001,No heat shock,,,,,,,,,0.687858341,,0.668612032
Listeria,monocytogenes,F5069,Media,Trypticase Soy with Yeast Extract,,,,57.8,10.3,,1.012837225,0.668,Doyle et al.,2001,precultured 30 min 48 ﾂｰC,,,,,,,,,0.687858341,,0.668612032
Listeria,monocytogenes,F5069,Media,Trypticase Soy with Yeast Extract,,,,57.8,11.7,,1.068185862,0.668,Doyle et al.,2001,precultured 15 min 48 ﾂｰC,,,,,,,,,0.687858341,,0.668612032
Listeria,monocytogenes,SLU 136,Media,Physiological saline,,,,58,1.3,6.5,0.113943352,0.6396,Doyle et al.,2001,,,,,,,,,,0.660243192,,0.640213981
Listeria,monocytogenes,SLU 594,Media,Physiological saline,,,,58,1.7,5.3,0.230448921,0.6396,Doyle et al.,2001,,,,,,,,,,0.660243192,,0.640213981
Listeria,monocytogenes,ATCC 19111,Media,Physiological saline,,,,58,1.8,5.6,0.255272505,0.6396,Doyle et al.,2001,,,,,,,,,,0.660243192,,0.640213981
Listeria,monocytogenes,SLU 110,Media,Physiological saline,,,,58,1.9,6.6,0.278753601,0.6396,Doyle et al.,2001,,,,,,,,,,0.660243192,,0.640213981
Listeria,monocytogenes,NCTC 5105,Media,Physiological saline,,,,58,1.9,5.7,0.278753601,0.6396,Doyle et al.,2001,,,,,,,,,,0.660243192,,0.640213981
Listeria,monocytogenes,SLU 10,Media,Physiological saline,,,,58,2.2,5.6,0.342422681,0.6396,Doyle et al.,2001,,,,,,,,,,0.660243192,,0.640213981
Listeria,monocytogenes,Scott A,Media,TSB,,,,60,0.38,7.27,-0.420216403,0.3556,Casadei et al.,1998,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,,,,60,0.5,5.9,-0.301029996,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,13-249,Media,Tryptose Phosphate Broth,,,,60,0.6,,-0.22184875,0.3556,Doyle et al.,2001,No heat shock; log phase cells,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Media,Phosphate buffer,,,7.2,60,0.63,,-0.200659451,0.3556,ICMSF,1996,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,F5059,Media,Phosphate buffer,,,,60,0.7,6.6,-0.15490196,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,ATCC 19111,Media,Physiological saline,,,,60,0.72,5.6,-0.142667504,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,SLU 594,Media,Physiological saline,,,,60,0.75,5.3,-0.124938737,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,SLU 136,Media,Physiological saline,,,,60,0.81,6.5,-0.091514981,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Brain Heart Infusion,#NAME?,,,60,0.83,,-0.080921908,0.3556,Doyle et al.,2001,Cells grown at 10 ﾂｰC,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,SLU 110,Media,Physiological saline,,,,60,0.85,6.6,-0.070581074,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,1151,Media,TSB,,,,60,0.88,7.05,-0.055517328,0.3556,Casadei et al.,1998,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Brain Heart Infusion,#NAME?,,,60,0.95,,-0.022276395,0.3556,Doyle et al.,2001,Cells grown at 10 ﾂｰC,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,NCTC 5105,Media,Physiological saline,,,,60,1.1,5.7,0.041392685,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Brain Heart Infusion,#NAME?,,,60,1.11,,0.045322979,0.3556,Doyle et al.,2001,Cells grown at 37 ﾂｰC,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Brain Heart Infusion,#NAME?,,7,60,1.11,,0.045322979,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Brain Heart Infusion,#NAME?,,5.4,60,1.14,,0.056904851,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,SLU 10,Media,Physiological saline,,,,60,1.2,5.6,0.079181246,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Brain Heart Infusion,#NAME?,,5.4,60,1.22,,0.086359831,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Brain Heart Infusion,#NAME?,,7,60,1.28,,0.10720997,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Brain Heart Infusion,#NAME?,,,60,1.28,,0.10720997,0.3556,Doyle et al.,2001,Cells grown at 37 ﾂｰC,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Trypticase Soy with Yeast Extract,,,,60,1.58,6.6,0.198657087,0.3556,Doyle et al.,2001,No heat shock,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,13-249,Media,Tryptose Phosphate Broth,,,,60,1.7,,0.230448921,0.3556,Doyle et al.,2001,heat shock 30 min 46 ﾂｰC; log phase cells,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,SLU 92,Media,Physiological saline,,,,60,1.9,6.9,0.278753601,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.98,,60,2,,0.301029996,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,13-249,Media,Tryptose Phosphate Broth,,,,60,2.22,,0.346352974,0.3556,Doyle et al.,2001,No heat shock; stationary phase cells,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.96,,60,2.9,,0.462397998,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,SLU 196,Media,Physiological saline,,,,60,3.1,6.1,0.491361694,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Trypticase Soy with Yeast Extract,,,,60,3.32,6.7,0.521138084,0.3556,Doyle et al.,2001,precultured 10 min 48 ﾂｰC,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,13-249,Media,Tryptose Phosphate Broth,,,,60,4.01,,0.603144373,0.3556,Doyle et al.,2001,heat shock 30 min 46 ﾂｰC; stationary phase cells,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Media,Broth,tryptone soya,,,60,4.1,,0.612783857,0.3556,ICMSF,1996,"37 ﾂｰC, 22-24h",,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,5S,Media,Trypticase Soy Broth,,,,60,4.1,6,0.612783857,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.94,,60,5.6,,0.748188027,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,SLU 136,Media,Physiological saline,,,,62,0.1,6.5,-1,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,SLU 594,Media,Physiological saline,,,,62,0.3,5.3,-0.522878745,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,ATCC 19111,Media,Physiological saline,,,,62,0.35,5.6,-0.455931956,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,NCTC 5105,Media,Physiological saline,,,,62,0.38,5.7,-0.420216403,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,SLU 10,Media,Physiological saline,,,,62,0.42,5.6,-0.37675071,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,SLU 110,Media,Physiological saline,,,,62,0.46,6.6,-0.337242168,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,SLU 92,Media,Physiological saline,,,,62,1.1,6.9,0.041392685,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,SLU 196,Media,Physiological saline,,,,62,1.3,6.1,0.113943352,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.98,,62.8,0.74,,-0.13076828,-0.042,Doyle et al.,2001,,,,,,,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.96,,62.8,0.97,,-0.013228266,-0.042,Doyle et al.,2001,,,,,,,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.94,,62.8,3,,0.477121255,-0.042,Doyle et al.,2001,,,,,,,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,,Media,Broth,tryptone soya,,,63,1,,0,-0.0704,ICMSF,1996,"37 ﾂｰC, 22-24h",,,,,,,,,-0.030135543,,-0.069737296
Listeria,monocytogenes,Scott A,Media,TSB,,,,64,0.15,7.27,-0.823908741,-0.2124,Casadei et al.,1998,,,,,,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,1151,Media,TSB,,,,64,0.23,7.05,-0.638272164,-0.2124,Casadei et al.,1998,,,,,,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,SLU 92,Media,Physiological saline,,,,64,0.5,6.9,-0.301029996,-0.2124,Doyle et al.,2001,,,,,,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,SLU 196,Media,Physiological saline,,,,64,0.68,6.1,-0.167491087,-0.2124,Doyle et al.,2001,,,,,,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,Scott A,Media,Trypticase Soy with Yeast Extract,,,,65,0.28,6.6,-0.552841969,-0.3544,Doyle et al.,2001,No heat shock,,,,,,,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,,Media,Phosphate buffer,,,7.2,65,0.29,,-0.537602002,-0.3544,ICMSF,1996,,,,,,,,,,-0.306287037,,-0.353717807
